Row ID,Order Date,Sales,Quantity,Discount,Profit
1858,12-05-2017,34.24,4,0.8,-53.072
1859,03-09-2015,137.62,2,0,60.5528
1860,03-09-2015,100.49,1,0,25.1225
1861,26-03-2017,257.568,2,0.2,-28.9764
1862,26-03-2017,119.96,4,0,33.5888
1863,12-11-2014,49.632,4,0.2,4.9632
1864,13-10-2016,727.45,5,0.5,-465.568
1865,13-10-2016,24.96,3,0.2,4.368
1866,12-11-2017,370.782,3,0.4,-92.6955
1867,15-04-2017,196.45,5,0,70.722
1868,25-06-2015,31.104,6,0.2,10.8864
1869,25-06-2015,78.256,2,0.2,-17.6076
1870,26-08-2016,6.48,1,0,3.1104
1871,21-07-2014,99.2,5,0,25.792
1872,21-07-2014,801.568,2,0.2,50.098
1873,21-07-2014,272.848,1,0.2,27.2848
1874,21-11-2017,70.98,1,0,20.5842
1875,04-06-2014,16.224,2,0.2,5.8812
1876,10-03-2016,176.784,1,0.2,-22.098
1877,25-03-2017,470.376,3,0.2,47.0376
1878,29-12-2017,393.568,4,0.2,-44.2764
1879,29-12-2017,302.376,3,0.2,22.6782
1880,28-03-2017,68.742,9,0.7,-48.1194
1881,05-03-2015,29.34,3,0,14.67
1882,05-03-2015,383.607,7,0.1,63.9345
1883,05-03-2015,563.4,4,0,67.608
1884,13-11-2016,217.056,7,0.2,78.6828
1885,19-01-2017,6,2,0.2,2.1
1886,22-04-2016,31.56,3,0,10.4148
1887,13-05-2014,7.104,2,0.2,2.3976
1888,13-05-2014,398.352,8,0.7,-331.96
1889,21-10-2014,121.792,4,0.2,13.7016
1890,21-10-2014,409.59,3,0.4,-122.877
1891,14-03-2014,10.56,2,0,4.752
1892,14-03-2014,3.38,1,0,1.2506
1893,22-12-2017,7.824,1,0.2,2.934
1894,24-11-2016,24.784,1,0.2,7.745
1895,02-12-2017,34.65,3,0,10.395
1896,31-12-2015,487.984,2,0.2,152.495
1897,03-10-2017,1793.98,2,0,843.1706
1898,29-08-2014,29.808,2,0.2,10.8054
1899,29-08-2014,505.176,4,0.7,-336.784
1900,29-08-2014,174.0585,3,0.45,-110.7645
1901,29-06-2016,191.88,6,0,19.188
1902,20-08-2016,14.78,2,0,3.9906
1903,21-10-2017,5.184,1,0.2,1.8144
1904,21-10-2017,478.48,2,0.2,47.848
1905,21-10-2017,28.4,2,0.2,6.745
1906,21-10-2017,909.12,8,0,9.0912
1907,17-05-2016,2.952,2,0.7,-2.1648
1908,17-05-2016,27.018,6,0.7,-21.6144
1909,03-02-2015,136.92,4,0,41.076
1910,18-12-2017,18.96,2,0,8.532
1911,15-11-2016,99.39,3,0,40.7499
1912,03-07-2017,273.896,7,0.2,92.4399
1913,03-07-2017,597.132,3,0.4,49.761
1914,15-01-2014,149.95,5,0,65.978
1915,30-04-2017,4.608,2,0.2,1.6704
1916,30-04-2017,15.528,3,0.2,4.8525
1917,30-04-2017,11.952,3,0.2,3.8844
1918,08-11-2015,11.65,5,0,3.3785
1919,30-10-2015,299.9,2,0,74.975
1920,17-08-2017,895.92,5,0.2,302.373
1921,17-08-2017,462.564,2,0.1,97.6524
1922,03-10-2015,15.008,2,0.2,1.5008
1923,08-07-2016,863.64,9,0.2,107.955
1924,08-07-2016,47.616,3,0.2,3.5712
1925,05-12-2017,92.94,3,0,41.823
1926,09-03-2017,199.98,2,0,69.993
1927,09-06-2016,177.48,3,0.2,19.9665
1928,28-11-2017,88.768,2,0.2,31.0688
1929,16-03-2017,6.48,1,0,3.1104
1930,16-03-2017,46.51,1,0,1.8604
1931,16-03-2017,659.976,3,0.2,49.4982
1932,27-11-2016,271.992,1,0.2,23.7993
1933,06-08-2017,145.74,3,0,23.3184
1934,06-08-2017,15.4,5,0,7.392
1935,27-11-2017,244.55,5,0,114.9385
1936,27-11-2017,166.16,8,0,59.8176
1937,25-05-2015,14.73,3,0,4.8609
1938,08-07-2016,19.968,2,0.7,-13.312
1939,08-07-2016,33.488,7,0.2,-1.2558
1940,08-07-2016,8.736,4,0.7,-6.1152
1941,08-07-2016,662.88,3,0.2,74.574
1942,29-08-2017,47.36,4,0.2,17.76
1943,29-08-2017,27.44,2,0.2,2.401
1944,29-08-2017,3.24,9,0.8,-5.184
1945,20-06-2016,95.968,4,0.2,26.3912
1946,20-06-2016,10.368,2,0.2,3.6288
1947,02-09-2017,23.1,2,0,6.468
1948,02-09-2017,11.54,2,0,3.462
1949,02-09-2017,254.526,1,0.4,-93.3262
1950,02-09-2017,12.98,1,0,3.7642
1951,02-09-2017,26.432,8,0.2,8.9208
1952,02-09-2017,197.97,3,0,57.4113
1953,02-09-2017,18.9,6,0,9.072
1954,02-09-2017,1282.41,5,0.1,213.735
1955,02-09-2017,4.92,3,0,2.214
1956,02-09-2017,238,2,0,38.08
1957,02-09-2017,167.97,3,0,40.3128
1958,02-09-2017,17.12,4,0,7.704
1959,10-09-2017,16.2,3,0,7.776
1960,10-09-2017,33.99,3,0,14.6157
1961,10-09-2017,296.85,5,0,53.433
1962,10-09-2017,112.8,6,0,6.768
1963,10-09-2017,13.71,3,0,6.5808
1964,10-09-2017,24.9,5,0,11.703
1965,10-09-2017,286.29,3,0,17.1774
1966,10-09-2017,24.18,2,0,7.254
1967,21-12-2017,281.97,3,0,78.9516
1968,21-12-2017,69.5,5,0,20.155
1969,21-12-2017,166.44,3,0,79.8912
1970,23-09-2017,291.96,4,0,102.186
1971,06-05-2017,6.408,3,0.2,0.6408
1972,06-05-2017,408.744,7,0.2,76.6395
1973,14-12-2014,5.104,4,0.8,-8.6768
1974,14-12-2014,2.896,2,0.2,0.4706
1975,14-12-2014,35.016,3,0.2,-2.1885
1976,18-10-2014,275.97,3,0,11.0388
1977,18-10-2014,1394.95,5,0,362.687
1978,18-10-2014,545.88,6,0,70.9644
1979,08-05-2015,5.248,2,0.2,0.5904
1980,14-04-2016,933.536,4,0.2,105.0228
1981,14-04-2016,42.976,4,0.2,4.2976
1982,14-12-2015,3.76,2,0,1.8048
1983,03-12-2014,479.96,4,0,134.3888
1984,25-11-2014,320.88,6,0,93.0552
1985,25-11-2014,23.88,3,0,10.5072
1986,25-11-2014,26.76,4,0,12.3096
1987,25-07-2016,1439.976,4,0.4,191.9968
1988,09-11-2015,17.22,3,0,7.9212
1989,09-11-2015,1024.38,7,0,215.1198
1990,09-11-2015,26.22,3,0,12.3234
1991,09-11-2015,17.34,3,0,8.4966
1992,24-02-2017,4.956,4,0.7,-3.7996
1993,25-06-2017,71.04,6,0.2,26.64
1994,25-06-2017,5.344,2,0.2,0.7348
1995,25-06-2017,11.304,3,0.2,-2.1195
1996,02-12-2017,294.62,5,0.8,-766.012
1997,02-12-2017,8.752,4,0.6,-3.7196
1998,06-02-2014,15,4,0,7.2
1999,06-02-2014,161.61,1,0,42.0186
2000,06-02-2014,144.95,5,0,42.0355
2001,11-04-2017,199.95,5,0,21.9945
2002,11-04-2017,41.86,7,0,14.2324
2003,25-12-2017,95.94,3,0,9.594
2004,25-12-2017,304.45,5,0,76.1125
2005,11-04-2017,11.364,3,0.8,-17.046
2006,31-12-2014,29.68,7,0,11.5752
2007,31-12-2014,47.53,7,0,16.1602
2008,03-08-2017,183.372,2,0.3,-36.6744
2009,15-11-2014,4.224,3,0.2,0.4752
2010,15-11-2014,333.056,2,0.2,29.1424
2011,15-11-2014,24.896,4,0.2,7.78
2012,11-12-2015,159.984,2,0.2,35.9964
2013,11-12-2015,46.344,3,0.2,4.6344
2014,18-09-2016,350.98,1,0,84.2352
2015,18-09-2016,13.08,2,0,6.0168
2016,18-09-2016,900.08,4,0,117.0104
2017,19-03-2015,17.568,2,0.2,6.3684
2018,19-03-2015,14.62,2,0,6.8714
2019,19-03-2015,33.36,4,0,8.6736
2020,19-03-2015,40.14,6,0,19.6686
2021,19-09-2016,1606.23,9,0,481.869
2022,19-09-2016,17.04,3,0,7.668
2023,19-09-2016,49.53,3,0,23.7744
2024,19-09-2016,872.32,4,0,244.2496
2025,20-08-2017,239.12,5,0.2,77.714
2026,13-03-2015,141.96,2,0,39.7488
2027,08-09-2016,33.024,2,0.2,11.5584
2028,08-09-2016,67.136,4,0.2,23.4976
2029,26-11-2015,14.73,3,0,6.9231
2030,26-11-2015,104.9,5,0,25.176
2031,26-11-2015,61.04,4,0,30.52
2032,26-11-2015,10.95,3,0,5.1465
2033,09-12-2016,9.392,2,0.2,3.2872
2034,09-12-2016,9.328,1,0.2,0.8162
2035,25-09-2017,8.26,2,0,3.8822
2036,25-09-2017,269.97,3,0,51.2943
2037,23-01-2015,29.04,3,0,13.9392
2038,23-01-2015,14.62,2,0,6.8714
2039,18-06-2015,11.952,3,0.2,4.3326
2040,18-06-2015,4.536,7,0.7,-3.3264
2041,18-06-2015,9.156,2,0.7,-6.104
2042,18-06-2015,75.36,5,0.2,20.724
2043,02-10-2015,57.504,6,0.2,20.1264
2044,18-11-2017,38.864,7,0.2,7.7728
2045,17-08-2014,15.552,3,0.2,5.4432
2046,17-07-2016,162.64,2,0,45.5392
2047,17-07-2016,597,3,0,280.59
2048,17-07-2016,55.48,1,0,26.6304
2049,11-07-2015,289.8,7,0.2,36.225
2050,11-07-2015,2.502,3,0.7,-2.0016
2051,11-07-2015,6.48,4,0.7,-4.752
2052,11-07-2015,341.488,8,0.3,-73.176
2053,11-07-2015,11.12,5,0.2,0.834
2054,11-07-2015,25.344,6,0.2,3.4848
2055,01-12-2016,17.31,3,0,5.193
2056,22-12-2017,199.95,5,0,63.984
2057,22-12-2017,1586.69,7,0,412.5394
2058,22-12-2017,84.99,1,0,30.5964
2059,22-12-2017,411.8,2,0,70.006
2060,31-10-2014,11.34,3,0,5.2164
2061,31-10-2014,80.3,5,0,20.878
2062,31-10-2014,15.968,2,0.2,5.3892
2063,31-10-2014,64.74,13,0,30.4278
2064,31-10-2014,19.296,3,0.2,6.03
2065,31-10-2014,405.64,4,0,12.1692
2066,31-10-2014,146.352,3,0.2,-9.147
2067,31-10-2014,251.91,9,0,47.8629
2068,31-10-2014,12.39,3,0,3.717
2069,13-04-2015,199.96,4,0,69.986
2070,13-04-2015,710.832,3,0.2,-97.7394
2071,21-07-2016,1.941,1,0.7,-1.294
2072,20-11-2017,283.92,5,0.2,-46.137
2073,26-11-2016,7.312,2,0.2,2.5592
2074,07-11-2017,59.97,3,0,13.7931
2075,07-11-2017,761.544,7,0.2,66.6351
2076,01-12-2014,58.2,3,0,28.518
2077,12-09-2017,39.9,5,0,19.95
2078,12-09-2017,90.86,7,0,26.3494
2079,12-09-2017,94.85,5,0,45.528
2080,24-12-2015,106.232,7,0.2,37.1812
2081,24-12-2015,111.984,2,0.2,11.1984
2082,24-12-2015,7.712,2,0.2,1.7352
2083,23-02-2017,37.44,6,0,16.848
2084,23-11-2014,23.68,2,0.2,8.88
2085,23-06-2016,122.12,4,0,56.1752
2086,23-06-2016,18.45,5,0,8.6715
2087,23-06-2016,324.9,5,0,38.988
2088,23-06-2016,146.73,3,0,68.9631
2089,23-06-2016,3.96,2,0,1.4652
2090,26-10-2015,5.76,2,0,2.6496
2091,15-07-2017,26.55,3,0,13.0095
2092,15-07-2017,310.443,3,0.3,-48.7839
2093,17-11-2014,479.9,5,0,81.583
2094,13-04-2015,12.88,1,0,0.3864
2095,25-11-2015,13.12,5,0.2,1.476
2096,15-05-2016,511.84,8,0,240.5648
2097,15-05-2016,91.96,4,0,25.7488
2098,15-05-2016,8.34,3,0,2.1684
2099,07-09-2017,37.68,3,0.2,2.355
2100,07-09-2017,279.944,7,0.2,80.4839
2101,10-03-2014,636.408,3,0.2,-15.9102
2102,10-03-2014,83.168,4,0.2,9.3564
2103,18-07-2014,259.136,4,0.2,-25.9136
2104,24-03-2017,221.92,4,0,106.5216
2105,24-03-2017,26,2,0,11.7
2106,30-09-2014,15.552,3,0.2,5.4432
2107,26-09-2014,0.876,1,0.8,-1.4016
2108,31-10-2015,19.98,1,0,9.3906
2109,31-10-2015,398.352,3,0.2,124.485
2110,31-10-2015,5.04,3,0,1.26
2111,31-10-2015,17.45,5,0,8.027
2112,31-10-2015,323.136,4,0.2,20.196
2113,31-10-2015,29.7,3,0,8.019
2114,31-10-2015,1295.84,4,0.2,145.782
2115,31-10-2015,46.84,2,0,12.6468
2116,31-10-2015,425.833,1,0.15,20.0392
2117,12-10-2015,209.67,1,0.4,-13.978
2118,19-09-2016,159.88,7,0,73.5448
2119,13-04-2017,5.28,1,0,2.376
2120,13-04-2017,895.92,5,0.2,302.373
2121,07-01-2017,2.808,3,0.7,-1.9656
2122,09-11-2017,215.976,3,0.2,-2.6997
2123,22-09-2017,241.96,2,0,41.1332
2124,22-09-2017,27.72,9,0,13.3056
2125,01-12-2017,104.68,5,0.2,35.3295
2126,01-12-2017,62.958,7,0.4,9.4437
2127,23-06-2014,86.376,3,0.2,1.0797
2128,04-10-2015,64.944,3,0.2,6.4944
2129,04-10-2015,20.736,4,0.2,7.2576
2130,20-05-2014,33.28,4,0,9.3184
2131,20-05-2014,38.52,9,0,11.9412
2132,20-05-2014,139.86,7,0,60.1398
2133,20-11-2015,19.65,3,0,9.039
2134,30-11-2015,152.991,3,0.7,-122.3928
2135,30-11-2015,10.584,7,0.2,-2.3814
2136,30-11-2015,94.92,4,0.4,15.82
2137,31-12-2015,14.76,5,0.6,-11.439
2138,31-12-2015,3.656,4,0.8,-5.8496
2139,16-11-2017,146.82,3,0,73.41
2140,06-06-2014,149.544,9,0.2,50.4711
2141,06-06-2014,17.14,2,0,4.4564
2142,06-06-2014,991.764,3,0.4,-347.1174
2143,01-09-2016,30.48,6,0.2,9.906
2144,01-09-2016,23.988,2,0.4,-4.7976
2145,01-09-2016,16.688,7,0.2,5.4236
2146,25-06-2016,422.058,3,0.3,-18.0882
2147,25-06-2016,38.088,4,0.7,-27.9312
2148,25-06-2016,254.352,6,0.2,-50.8704
2149,12-12-2014,43.31,1,0,4.331
2150,31-03-2017,84.95,5,0,22.087
2151,19-11-2017,233.058,3,0.3,-53.2704
2152,24-11-2014,111.79,7,0,43.5981
2153,22-11-2015,14.94,3,0,7.0218
2154,14-07-2016,14.16,2,0.2,5.133
2155,30-04-2016,22.608,3,0.6,-10.1736
2156,25-07-2016,21.48,6,0,10.74
2157,22-06-2014,501.81,3,0,0
2158,22-06-2014,161.94,3,0,9.7164
2159,21-10-2017,17.856,4,0.2,2.0088
2160,03-09-2016,8.808,3,0.8,-14.9736
2161,14-05-2016,79.384,1,0.2,29.769
2162,07-01-2016,34.58,1,0,10.0282
2163,13-03-2017,314.55,3,0,150.984
2164,13-10-2016,191.976,3,0.2,23.997
2165,13-10-2016,8.288,2,0.2,3.0044
2166,13-10-2016,139.92,5,0.6,-150.414
2167,13-10-2016,15.872,1,0.2,1.1904
2168,13-10-2016,6.286,7,0.8,-11.0005
2169,27-01-2017,14.016,3,0.2,1.752
2170,27-01-2017,71.976,3,0.2,-8.997
2171,27-01-2017,107.982,3,0.4,-26.9955
2172,19-11-2017,305.312,2,0.3,-8.7232
2173,01-08-2014,19.752,3,0.2,6.9132
2174,30-07-2016,9.264,3,0.8,-13.896
2175,30-07-2015,61.792,4,0.2,6.1792
2176,15-10-2016,45.68,2,0,21.0128
2177,15-10-2016,60.12,9,0,28.8576
2178,15-10-2016,41.72,5,0.2,13.0375
2179,15-10-2016,71.6,8,0,32.936
2180,07-05-2016,85.232,7,0.2,30.8966
2181,07-05-2016,44.4,3,0,22.2
2182,07-05-2016,442.764,4,0.1,59.0352
2183,07-05-2016,3999.95,5,0,1159.9855
2184,07-05-2016,199.95,5,0,21.9945
2185,07-05-2016,63.68,8,0,28.0192
2186,01-08-2017,54.896,2,0.2,18.5274
2187,14-07-2016,29,2,0,7.25
2188,10-08-2017,70.08,6,0,35.04
2189,10-08-2017,121.3,2,0,25.473
2190,10-08-2017,1454.49,9,0,378.1674
2191,25-06-2016,60.81,3,0,17.0268
2192,10-12-2016,153.552,3,0.2,51.8238
2193,10-12-2016,65.34,3,0,22.869
2194,10-12-2016,123.92,4,0,55.764
2195,10-12-2016,35.1,3,0,12.285
2196,10-12-2016,44.75,5,0,8.5025
2197,01-12-2016,4.704,2,0.2,0.4116
2198,28-11-2014,14.67,3,0,3.9609
2199,28-03-2015,15.552,3,0.2,5.4432
2200,28-03-2015,5.232,1,0.2,1.7004
2201,01-06-2014,22.2,6,0,9.102
2202,01-06-2014,881.93,7,0,229.3018
2203,06-09-2015,6.096,2,0.2,2.1336
2204,06-09-2015,191.82,3,0,74.8098
2205,29-06-2015,20.104,1,0.2,1.7591
2206,10-09-2016,67.56,3,0.2,8.445
2207,14-07-2014,29.932,7,0.8,-46.3946
2208,14-07-2014,38.272,4,0.2,3.8272
2209,22-08-2015,16.52,4,0,7.5992
2210,14-11-2014,832.93,7,0,233.2204
2211,14-11-2014,43.8,10,0,21.024
2212,27-11-2016,167.292,6,0.1,29.7408
2213,21-11-2017,27.42,1,0,11.2422
2214,01-10-2017,1.44,1,0.2,0.504
2215,01-10-2017,61.776,13,0.2,20.8494
2216,01-10-2017,241.96,2,0,60.49
2217,01-10-2017,108.608,4,0.2,9.5032
2218,20-09-2014,2.816,2,0.2,0.9856
2219,28-07-2017,9.984,4,0.2,3.6192
2220,28-07-2017,14.98,1,0,4.1944
2221,28-07-2017,1145.6,4,0.2,100.24
2222,06-12-2015,485.94,2,0.4,-89.089
2223,06-12-2015,37.376,8,0.2,4.672
2224,06-12-2015,70.686,1,0.3,-24.2352
2225,31-07-2017,54.816,3,0.2,17.8152
2226,19-03-2016,72.294,1,0.7,-98.8018
2227,29-07-2017,2.896,2,0.2,0.4706
2228,29-07-2017,124.792,1,0.2,15.599
2229,01-10-2016,330.588,1,0.4,-115.7058
2230,31-03-2014,673.568,2,0.2,252.588
2231,31-03-2014,52.98,2,0,14.8344
2232,26-06-2017,526.45,5,0,31.587
2233,09-07-2017,228.92,5,0.2,14.3075
2234,14-12-2015,319.968,4,0.2,35.9964
2235,05-12-2017,205.03,7,0,67.6599
2236,15-09-2015,190.86,2,0,11.4516
2237,15-09-2015,24.32,8,0,8.2688
2238,15-07-2016,44.4,5,0,12.432
2239,20-04-2017,44.4,2,0.6,-52.17
2240,15-11-2016,1016.792,1,0.2,381.297
2241,15-11-2016,38.136,7,0.2,13.3476
2242,26-11-2016,494.982,3,0.4,-115.4958
2243,21-11-2017,56.56,2,0,15.2712
2244,21-11-2017,5.56,2,0,1.4456
2245,21-11-2017,9.02,2,0,3.5178
2246,21-11-2017,8.62,1,0,2.2412
2247,21-11-2017,659.976,3,0.2,49.4982
2248,15-02-2015,13.36,2,0,6.4128
2249,15-02-2015,41.72,5,0.2,13.0375
2250,15-02-2015,11.52,5,0.2,4.176
2251,15-02-2015,541.44,6,0,157.0176
2252,15-02-2015,19.44,3,0,9.3312
2253,15-04-2016,143.7,3,0,68.976
2254,28-09-2015,43.26,3,0,14.2758
2255,28-09-2015,43.56,2,0,15.246
2256,17-09-2016,437.85,3,0,131.355
2257,17-09-2016,109.48,2,0,33.9388
2258,16-06-2017,1212.96,7,0.2,90.972
2259,16-06-2017,18.54,2,0,8.7138
2260,08-11-2015,5,1,0,2.4
2261,08-11-2015,371.97,3,0,66.9546
2262,18-12-2015,166.24,1,0,24.936
2263,06-02-2017,359.97,3,0,79.1934
2264,14-11-2016,499.98,2,0,114.9954
2265,14-11-2016,5.28,1,0,2.376
2266,14-11-2016,8.26,2,0,3.8822
2267,12-10-2017,7.968,2,0.2,2.6892
2268,17-09-2017,12.96,2,0,6.3504
2269,20-12-2017,6.48,1,0,3.1104
2270,20-12-2017,6.984,1,0.2,2.3571
2271,02-12-2017,47.96,5,0.2,4.1965
2272,21-09-2015,199.74,6,0,47.9376
2273,06-03-2015,435.26,7,0,95.7572
2274,06-03-2015,1119.984,2,0.2,377.9946
2275,03-10-2014,143.432,1,0.2,3.5858
2276,03-10-2014,122.352,3,0.2,13.7646
2277,27-06-2014,306.2,5,0,0
2278,27-06-2014,85.98,1,0,22.3548
2279,27-06-2014,223.96,4,0,53.7504
2280,30-10-2017,97.568,2,0.2,-6.098
2281,30-10-2017,614.272,8,0.2,-23.0352
2282,30-10-2017,199.98,2,0,37.9962
2283,03-09-2016,48.16,7,0,22.1536
2284,05-03-2015,23.92,2,0,6.6976
2285,05-03-2015,60.69,7,0,16.3863
2286,05-05-2016,14.352,3,0.2,5.2026
2287,17-11-2017,35.04,2,0,12.264
2288,01-06-2017,17.48,5,0.2,1.311
2289,10-06-2017,16.4,5,0,4.756
2290,08-01-2017,892.98,2,0,80.3682
2291,20-04-2015,287.97,3,0,77.7519
2292,20-04-2015,595.38,6,0,297.69
2293,20-04-2015,12.96,2,0,6.2208
2294,01-11-2015,4.95,1,0,1.3365
2295,23-12-2017,181.95,3,0,38.2095
2296,01-11-2015,13.52,4,0,6.2192
2297,01-11-2015,259.7,5,0,106.477
2298,01-11-2015,42.95,1,0,1.2885
2299,01-11-2015,1399.93,7,0,601.9699
2300,01-11-2015,503.96,4,0,125.99
2301,14-11-2014,12.72,3,0,6.36
2302,14-11-2014,11.52,4,0,5.6448
2303,17-01-2016,316,4,0,31.6
2304,17-09-2017,723.92,4,0,188.2192
2305,17-09-2017,106.32,3,0,49.9704
2306,23-12-2016,141.372,2,0.3,-14.1372
2307,06-08-2015,27.216,3,0.2,9.8658
2308,05-11-2017,390.75,5,0,171.93
2309,11-06-2017,280.792,1,0.2,35.099
2310,11-06-2017,68.448,4,0.2,7.7004
2311,11-06-2017,88.04,5,0.2,6.603
2312,11-06-2017,15.872,1,0.2,1.984
2313,11-06-2017,215.592,3,0.2,-48.5082
2314,20-07-2017,14.62,2,0,6.8714
2315,20-07-2017,416.32,2,0,112.4064
2316,20-07-2017,43,5,0,20.21
2317,20-07-2017,182.94,3,0,27.441
2318,20-07-2017,60.83,7,0,30.415
2319,20-07-2017,389.97,3,0,132.5898
2320,23-12-2015,194.32,4,0,56.3528
2321,20-03-2017,265.93,7,0,63.8232
2322,31-12-2015,94.74,3,0,44.5278
2323,31-12-2015,60.64,4,0,27.8944
2324,31-12-2015,76.3,5,0,38.15
2325,31-12-2015,364.8,12,0,167.808
2326,15-09-2015,79.872,3,0.2,29.952
2327,15-09-2015,46.384,1,0.2,1.1596
2328,15-09-2015,12.96,2,0,6.2208
2329,23-09-2017,14.352,3,0.2,5.2026
2330,25-12-2015,547.136,4,0.2,-68.392
2331,24-09-2016,41.96,2,0,2.9372
2332,24-09-2016,41.7,5,0,20.85
2333,21-03-2017,277.4,5,0,133.152
2334,21-03-2017,5.78,1,0,2.8322
2335,30-09-2014,69.216,6,0.2,11.2476
2336,10-12-2017,10.86,3,0,5.1042
2337,10-12-2017,426.79,7,0,123.7691
2338,23-08-2014,25.92,4,0,12.4416
2339,23-08-2014,45.92,4,0,22.5008
2340,19-08-2014,10.72,2,0.2,1.742
2341,10-11-2016,41.86,7,0,10.465
2342,31-12-2014,63.2,5,0,23.384
2343,31-12-2014,113.97,3,0,27.3528
2344,26-07-2014,123.552,3,0.2,-29.3436
2345,22-02-2016,490.32,9,0,137.2896
2346,13-03-2016,70.08,5,0.2,24.528
2347,13-03-2016,1.272,2,0.8,-2.1624
2348,13-03-2016,557.585,5,0.3,0
2349,02-12-2017,9.024,6,0.2,3.1584
2350,02-12-2017,69.456,2,0.2,22.5732
2351,02-12-2017,10.86,2,0,5.3214
2352,02-12-2017,79.47,3,0,22.2516
2353,02-12-2017,10.08,6,0,5.04
2354,31-08-2015,1552.831,7,0.15,200.9546
2355,31-08-2015,137.24,5,0.2,46.3185
2356,31-08-2015,36.51,1,0,15.6993
2357,31-08-2015,239.976,3,0.2,80.9919
2358,17-03-2014,1579.746,7,0.4,-447.5947
2359,17-03-2014,1071.576,4,0.4,-553.6476
2360,17-03-2014,613.908,3,0.4,-122.7816
2361,17-03-2014,34.86,7,0,16.3842
2362,17-03-2014,155.04,4,0,75.9696
2363,16-04-2017,13.71,5,0.7,-10.054
2364,13-03-2016,127.88,2,0,40.9216
2365,13-03-2016,160.32,2,0,44.8896
2366,13-03-2016,46,4,0,20.7
2367,24-11-2014,120.712,1,0.2,-18.1068
2368,10-02-2017,23.12,4,0,11.3288
2369,23-09-2016,532.704,6,0.2,-26.6352
2370,23-09-2016,4.912,2,0.2,0.307
2371,07-07-2017,252,4,0,93.24
2372,07-07-2016,60.288,8,0.6,-27.1296
2373,07-07-2016,2.632,1,0.2,0.8225
2374,07-07-2016,23.688,9,0.2,7.6986
2375,07-07-2016,253.372,2,0.3,-14.4784
2376,24-01-2017,5.67,3,0,0.1134
2377,19-08-2014,76.776,4,0.7,-58.8616
2378,19-08-2014,9.184,2,0.2,1.148
2379,06-12-2015,32.75,5,0,15.065
2380,06-05-2016,7.216,2,0.2,1.7138
2381,06-05-2016,49.568,2,0.2,15.49
2382,06-05-2016,54.712,7,0.2,11.6263
2383,25-03-2017,176.04,4,0,45.7704
2384,25-03-2017,16.02,9,0,4.4856
2385,25-03-2017,185.92,4,0.2,62.748
2386,25-03-2017,211.168,4,0.2,15.8376
2387,25-03-2017,479.984,2,0.2,59.998
2388,12-12-2015,7.86,2,0,3.6156
2389,12-12-2015,24.448,2,0.2,8.8624
2390,06-12-2015,6.48,1,0,3.1104
2391,06-12-2015,41.86,7,0,20.5114
2392,06-12-2015,1619.91,9,0,97.1946
2393,06-12-2015,113.92,4,0,42.1504
2394,17-03-2016,39.68,2,0,10.3168
2395,14-11-2015,37.6,2,0,2.256
2396,14-11-2015,59.9,2,0,23.96
2397,14-11-2015,37,5,0,16.65
2398,14-08-2017,5.76,2,0,2.8224
2399,14-08-2017,16.68,6,0,4.3368
2400,09-09-2017,628.81,7,0,12.5762
2401,09-09-2017,56.45,5,0,14.677
2402,01-04-2017,94.2,6,0,23.55
2403,01-04-2017,28.4,5,0,13.348
2404,27-09-2016,956.6648,7,0.32,-225.0976
2405,07-10-2017,1115.91,9,0,200.8638
2406,07-10-2017,128.744,7,0.2,-28.9674
2407,07-10-2017,79.92,10,0.2,26.973
2408,20-01-2017,24.2,5,0,7.986
2409,20-01-2017,359.976,3,0.2,130.4913
2410,23-03-2017,211.84,8,0,76.2624
2411,01-08-2014,5.68,2,0.2,1.917
2412,07-06-2015,7.52,5,0.2,2.632
2413,12-11-2014,11.96,2,0,5.8604
2414,12-11-2014,629.064,3,0.2,31.4532
2415,29-12-2016,754.45,5,0,60.356
2416,06-07-2015,301.96,2,0,60.392
2417,12-10-2017,595,5,0,95.2
2418,12-10-2017,79.872,3,0.2,29.952
2419,21-05-2016,2396.4,10,0.2,179.73
2420,09-11-2017,63.56,2,0,3.178
2421,09-11-2017,99.99,1,0,43.9956
2422,18-04-2016,230.376,3,0.2,-48.9549
2423,18-04-2016,9.664,2,0.2,3.2616
2424,25-12-2017,158.928,7,0.2,41.7186
2425,25-12-2017,13.023,1,0.7,-10.4184
2426,25-12-2017,273.06,2,0.4,-104.673
2427,25-12-2017,39.312,13,0.2,12.7764
2428,11-06-2016,1.344,4,0.8,-2.1504
2429,11-06-2016,8.272,4,0.8,-13.6488
2430,11-06-2016,12.544,7,0.6,-9.0944
2431,13-05-2017,58.48,8,0,27.4856
2432,28-12-2017,7.4,2,0,3.034
2433,25-03-2014,366.786,7,0.1,65.2064
2434,28-05-2017,54.368,4,0.2,4.0776
2435,14-11-2015,33.96,2,0,16.98
2436,14-11-2015,826.11,3,0,322.1829
2437,03-07-2017,545.85,9,0,114.6285
2438,18-11-2014,145.98,2,0.5,-99.2664
2439,18-11-2014,35.808,4,0.2,12.5328
2440,17-07-2017,7.904,2,0.2,2.1736
2441,22-05-2016,345,5,0,86.25
2442,22-05-2016,174.286,2,0.3,-19.9184
2443,22-05-2016,662.84,4,0,172.3384
2444,22-05-2016,95.1,5,0,30.432
2445,22-05-2016,26.88,6,0,12.9024
