Row Labels,Sum of Sales
06-12-2016,594.002
CA-2016-132080,50.112
22-08-2016,50.112
CA-2016-132101,453.576
19-03-2016,453.576
CA-2016-132136,8.568
08-03-2016,8.568
CA-2016-132276,37.776
23-02-2016,37.776
CA-2016-132318,182.91
30-10-2016,182.91
CA-2016-132374,79.36
22-02-2016,79.36
CA-2016-132465,1082.15
11-09-2016,1082.15
CA-2016-132486,1446.784
23-10-2016,1446.784
CA-2016-132507,61.792
30-07-2016,61.792
CA-2016-132570,82.74
31-10-2016,82.74
CA-2016-132626,1133.82
09-07-2016,1133.82
CA-2016-132633,12.144
03-02-2016,12.144
CA-2016-132815,22.96
19-09-2016,22.96
CA-2016-132906,51.52
10-09-2016,51.52
CA-2016-132941,262.72
25-05-2016,262.72
CA-2016-132948,83.7
27-03-2016,83.7
CA-2016-133025,32.4
17-09-2016,32.4
CA-2016-133242,1046.47
18-06-2016,1046.47
CA-2016-133396,64.68
13-08-2016,64.68
CA-2016-133445,357.462
05-10-2016,357.462
CA-2016-133452,910.792
13-04-2016,910.792
CA-2016-133494,3.552
01-03-2016,3.552
CA-2016-133536,22.92
28-03-2016,22.92
CA-2016-133585,1283.3264
01-03-2016,1283.3264
CA-2016-133627,22.2
31-05-2016,22.2
CA-2016-133837,10.744
13-04-2016,10.744
CA-2016-133977,3.444
06-09-2016,3.444
CA-2016-134075,526.88
12-12-2016,526.88
CA-2016-134082,110.528
11-12-2016,110.528
CA-2016-134117,450.194
17-12-2016,450.194
CA-2016-134201,156.71
10-04-2016,156.71
CA-2016-134257,498.93
16-03-2016,498.93
CA-2016-134719,1801.632
10-10-2016,1801.632
CA-2016-134747,412.24
12-10-2016,412.24
CA-2016-134782,105.42
27-12-2016,105.42
CA-2016-134859,85.68
04-10-2016,85.68
CA-2016-134894,436.86
07-12-2016,436.86
CA-2016-134922,24.4
07-11-2016,24.4
CA-2016-134943,152.8
05-12-2016,152.8
CA-2016-134992,80.38
22-09-2016,80.38
CA-2016-135020,632.856
28-05-2016,632.856
CA-2016-135174,1022.97
30-04-2016,1022.97
CA-2016-135251,467.6532
06-08-2016,467.6532
CA-2016-135272,79.92
07-12-2016,79.92
CA-2016-135314,269.982
09-07-2016,269.982
CA-2016-135363,20.784
28-03-2016,20.784
CA-2016-135391,80.88
09-02-2016,80.88
CA-2016-135489,279.86
19-09-2016,279.86
CA-2016-135510,67.96
05-09-2016,67.96
CA-2016-135538,883.84
24-12-2016,883.84
CA-2016-135545,266.294
24-11-2016,266.294
CA-2016-135580,3251.34
30-12-2016,3251.34
CA-2016-135622,2079.112
08-12-2016,2079.112
CA-2016-135685,2233.02
16-11-2016,2233.02
CA-2016-135727,191.968
11-05-2016,191.968
CA-2016-135853,324.22
11-12-2016,324.22
CA-2016-136105,24.56
12-06-2016,24.56
CA-2016-136147,233.064
13-11-2016,233.064
CA-2016-136196,322.59
28-11-2016,322.59
CA-2016-136224,10.272
31-05-2016,10.272
CA-2016-136378,9.156
02-04-2016,9.156
CA-2016-136420,139.816
20-11-2016,139.816
CA-2016-136469,1136.896
11-07-2016,1136.896
CA-2016-136658,6.08
10-09-2016,6.08
CA-2016-136700,8.96
06-12-2016,8.96
CA-2016-136728,177.896
13-09-2016,177.896
CA-2016-136735,167.86
26-07-2016,167.86
CA-2016-136798,545.91
08-05-2016,545.91
CA-2016-136805,925.83
23-05-2016,925.83
CA-2016-137064,692.214
06-02-2016,692.214
CA-2016-137071,100.8
20-12-2016,100.8
CA-2016-137106,79.96
31-03-2016,79.96
CA-2016-137113,4210.65
01-12-2016,4210.65
CA-2016-137225,3.28
15-12-2016,3.28
CA-2016-137281,6.48
13-06-2016,6.48
CA-2016-137302,485.784
26-04-2016,485.784
CA-2016-137512,259.942
07-05-2016,259.942
CA-2016-137526,612.458
13-01-2016,612.458
CA-2016-137603,8.4
19-09-2016,8.4
CA-2016-137708,114.37
22-11-2016,114.37
CA-2016-137750,204.85
25-06-2016,204.85
CA-2016-137897,134.5
14-11-2016,134.5
CA-2016-137925,705.068
30-11-2016,705.068
CA-2016-137946,979.104
01-09-2016,979.104
CA-2016-137974,2298.9
16-04-2016,2298.9
CA-2016-138002,197.916
06-09-2016,197.916
CA-2016-138009,1542.47
29-11-2016,1542.47
CA-2016-138219,33.36
23-03-2016,33.36
CA-2016-138331,106.8
07-08-2016,106.8
CA-2016-138457,13.092
13-09-2016,13.092
CA-2016-138485,538.92
27-02-2016,538.92
CA-2016-138492,51.968
15-05-2016,51.968
CA-2016-138534,195.466
17-07-2016,195.466
CA-2016-138625,197.72
02-11-2016,197.72
CA-2016-138674,259.864
14-11-2016,259.864
CA-2016-138898,845.728
25-05-2016,845.728
CA-2016-138954,224.934
15-11-2016,224.934
CA-2016-139094,206.962
22-11-2016,206.962
CA-2016-139164,366.99
23-06-2016,366.99
CA-2016-139248,623.96
25-07-2016,623.96
CA-2016-139290,5.76
26-10-2016,5.76
CA-2016-139374,179.886
10-09-2016,179.886
CA-2016-139584,310.364
24-08-2016,310.364
CA-2016-139731,2717.31
15-10-2016,2717.31
CA-2016-139738,128.744
25-09-2016,128.744
CA-2016-139780,116.4
31-12-2016,116.4
CA-2016-139850,64.032
12-06-2016,64.032
CA-2016-139962,57.32
13-12-2016,57.32
CA-2016-140025,847.2
07-04-2016,847.2
CA-2016-140144,383.616
20-06-2016,383.616
CA-2016-140221,257.32
05-03-2016,257.32
CA-2016-140375,26.82
02-10-2016,26.82
CA-2016-140410,1345.418
03-11-2016,1345.418
CA-2016-140557,559.93
07-09-2016,559.93
CA-2016-140718,246.364
02-07-2016,246.364
CA-2016-140830,89.36
30-11-2016,89.36
CA-2016-140921,178.37
03-02-2016,178.37
CA-2016-140984,1884.144
14-09-2016,1884.144
CA-2016-141012,495.736
09-06-2016,495.736
CA-2016-141040,655.88
09-10-2016,655.88
CA-2016-141145,87.168
17-09-2016,87.168
CA-2016-141243,1757.8536
03-01-2016,1757.8536
CA-2016-141250,301.742
19-01-2016,301.742
CA-2016-141327,440.144
30-11-2016,440.144
CA-2016-141565,1664.132
20-09-2016,1664.132
CA-2016-141740,205.164
01-11-2016,205.164
CA-2016-141754,11.696
20-12-2016,11.696
CA-2016-141768,14.73
25-05-2016,14.73
CA-2016-141810,374.076
02-11-2016,374.076
CA-2016-141936,19.152
07-08-2016,19.152
CA-2016-142027,369.912
09-04-2016,369.912
CA-2016-142041,7.52
07-06-2016,7.52
CA-2016-142055,37.94
08-05-2016,37.94
CA-2016-142139,20.96
31-08-2016,20.96
CA-2016-142202,717.12
18-09-2016,717.12
CA-2016-142237,676.734
11-07-2016,676.734
CA-2016-142377,85.96
04-12-2016,85.96
CA-2016-142419,128.322
11-07-2016,128.322
CA-2016-142433,117.456
20-04-2016,117.456
CA-2016-142454,174.49
15-08-2016,174.49
CA-2016-142475,590.352
03-12-2016,590.352
CA-2016-142601,1009.13
18-04-2016,1009.13
CA-2016-142692,3.592
23-10-2016,3.592
CA-2016-142734,127.764
16-04-2016,127.764
CA-2016-142755,919.49
04-09-2016,919.49
CA-2016-142930,335.52
28-11-2016,335.52
CA-2016-142937,45.04
05-12-2016,45.04
CA-2016-142944,1555.244
06-03-2016,1555.244
CA-2016-142993,99.86
12-10-2016,99.86
CA-2016-143077,28.524
17-09-2016,28.524
CA-2016-143105,1033.234
10-12-2016,1033.234
CA-2016-143119,517.5
24-09-2016,517.5
CA-2016-143147,610.156
26-05-2016,610.156
CA-2016-143238,46.32
06-09-2016,46.32
CA-2016-143364,860.916
14-07-2016,860.916
CA-2016-143490,339.334
06-12-2016,339.334
CA-2016-143532,14.496
19-03-2016,14.496
CA-2016-143602,13.944
25-04-2016,13.944
CA-2016-143616,99.2
27-09-2016,99.2
CA-2016-143882,43.056
26-06-2016,43.056
CA-2016-143980,414.96
25-12-2016,414.96
CA-2016-144043,46.688
10-05-2016,46.688
CA-2016-144099,4.304
29-11-2016,4.304
CA-2016-144190,12.96
09-06-2016,12.96
CA-2016-144253,26.8
04-05-2016,26.8
CA-2016-144267,632.148
21-08-2016,632.148
CA-2016-144274,420.64
23-11-2016,420.64
CA-2016-144288,19.584
25-12-2016,19.584
CA-2016-144302,5.792
19-06-2016,5.792
CA-2016-144386,25.344
05-11-2016,25.344
CA-2016-144519,403.94
13-11-2016,403.94
CA-2016-144652,19.46
20-11-2016,19.46
CA-2016-144722,43.13
16-03-2016,43.13
CA-2016-144806,757.712
06-12-2016,757.712
CA-2016-144890,9.96
25-12-2016,9.96
CA-2016-145065,32.308
12-12-2016,32.308
CA-2016-145184,188.94
27-11-2016,188.94
CA-2016-145324,39.96
15-11-2016,39.96
CA-2016-145352,6412.77
16-03-2016,6412.77
CA-2016-145394,295.968
16-11-2016,295.968
CA-2016-145401,14.304
30-01-2016,14.304
CA-2016-145457,46.9
24-03-2016,46.9
CA-2016-145485,62.8
05-11-2016,62.8
CA-2016-145758,1035.8
30-10-2016,1035.8
CA-2016-145814,867.744
19-11-2016,867.744
CA-2016-145821,88.752
01-05-2016,88.752
CA-2016-145828,53.04
05-10-2016,53.04
CA-2016-145835,238.384
13-05-2016,238.384
CA-2016-145849,215.18
15-09-2016,215.18
CA-2016-146038,203.92
09-02-2016,203.92
CA-2016-146087,301.96
06-07-2016,301.96
CA-2016-146255,807.54
07-03-2016,807.54
CA-2016-146262,1816.696
02-01-2016,1816.696
CA-2016-146290,125.93
04-05-2016,125.93
CA-2016-146465,24.192
20-11-2016,24.192
CA-2016-146486,1170.72
09-11-2016,1170.72
CA-2016-146563,2645.021
24-08-2016,2645.021
CA-2016-146675,1483.528
16-04-2016,1483.528
CA-2016-146696,8.096
14-12-2016,8.096
CA-2016-146829,1.112
10-03-2016,1.112
CA-2016-146948,299.75
16-07-2016,299.75
CA-2016-147011,13.632
18-06-2016,13.632
CA-2016-147102,66.36
19-09-2016,66.36
CA-2016-147501,564.768
02-08-2016,564.768
CA-2016-147529,324.11
07-02-2016,324.11
CA-2016-147690,577.584
10-11-2016,577.584
CA-2016-147788,1745.71
31-05-2016,1745.71
CA-2016-147816,35.12
24-09-2016,35.12
CA-2016-147830,4190.206
15-12-2016,4190.206
CA-2016-147851,10.752
03-12-2016,10.752
CA-2016-147879,45.68
07-05-2016,45.68
CA-2016-148180,131.48
26-07-2016,131.48
CA-2016-148250,147.44
13-12-2016,147.44
CA-2016-148376,128.52
27-12-2016,128.52
CA-2016-148432,33.48
07-11-2016,33.48
CA-2016-148495,31.56
13-08-2016,31.56
CA-2016-148628,32.75
06-12-2016,32.75
CA-2016-148635,1288.848
25-07-2016,1288.848
CA-2016-148705,5.04
12-03-2016,5.04
CA-2016-148712,172.606
17-04-2016,172.606
CA-2016-148859,24.816
28-12-2016,24.816
CA-2016-148873,111.76
01-10-2016,111.76
CA-2016-148964,20.24
26-05-2016,20.24
CA-2016-149083,479.716
25-09-2016,479.716
CA-2016-149097,439.536
20-10-2016,439.536
CA-2016-149300,32.985
22-11-2016,32.985
CA-2016-149342,896.31
20-04-2016,896.31
CA-2016-149384,3.366
10-07-2016,3.366
CA-2016-149517,60.84
19-09-2016,60.84
CA-2016-149566,51.6
05-12-2016,51.6
CA-2016-149587,99.26
31-01-2016,99.26
CA-2016-149601,93.79
28-05-2016,93.79
CA-2016-149636,31.538
06-01-2016,31.538
CA-2016-149650,454.272
24-10-2016,454.272
CA-2016-149678,12.88
13-04-2016,12.88
CA-2016-149713,187.94
18-09-2016,187.94
CA-2016-149734,200.984
03-09-2016,200.984
CA-2016-149748,345.26
31-05-2016,345.26
CA-2016-149811,72.24
04-01-2016,72.24
CA-2016-149846,3862.098
22-05-2016,3862.098
CA-2016-149909,210.82
13-11-2016,210.82
CA-2016-149972,609.436
21-09-2016,609.436
CA-2016-149993,10.9
19-03-2016,10.9
CA-2016-150196,19.44
02-07-2016,19.44
CA-2016-150308,246.168
15-12-2016,246.168
CA-2016-150413,1.72
19-10-2016,1.72
CA-2016-150441,11.36
13-08-2016,11.36
CA-2016-150511,18.54
18-09-2016,18.54
CA-2016-150560,196.62
11-12-2016,196.62
CA-2016-150714,1215.269
26-10-2016,1215.269
CA-2016-150749,5.56
29-03-2016,5.56
CA-2016-150770,460.844
03-05-2016,460.844
CA-2016-150791,271.764
06-09-2016,271.764
CA-2016-150875,1001.196
16-11-2016,1001.196
CA-2016-151043,47.984
14-11-2016,47.984
CA-2016-151253,152.916
22-04-2016,152.916
CA-2016-151470,45.584
20-09-2016,45.584
CA-2016-151547,88.96
17-01-2016,88.96
CA-2016-151589,435.54
27-12-2016,435.54
CA-2016-151624,21.36
08-09-2016,21.36
CA-2016-151680,141.96
19-11-2016,141.96
CA-2016-151722,288
05-10-2016,288
CA-2016-151785,7.104
05-03-2016,7.104
CA-2016-151841,49.4
27-04-2016,49.4
CA-2016-151869,122.622
25-09-2016,122.622
CA-2016-152513,22.848
04-07-2016,22.848
CA-2016-152527,77.88
17-10-2016,77.88
CA-2016-152611,286.79
20-02-2016,286.79
CA-2016-152681,6.68
17-01-2016,6.68
CA-2016-152891,313.626
25-10-2016,313.626
CA-2016-153038,94.688
18-12-2016,94.688
CA-2016-153073,17.496
13-11-2016,17.496
CA-2016-153108,84.61
05-03-2016,84.61
CA-2016-153220,15.7
12-11-2016,15.7
CA-2016-153325,58.72
01-03-2016,58.72
CA-2016-153381,1423.34
24-09-2016,1423.34
CA-2016-153388,1011.696
01-08-2016,1011.696
CA-2016-153416,568.86
24-11-2016,568.86
CA-2016-153423,1217.568
22-06-2016,1217.568
CA-2016-153535,169.544
20-05-2016,169.544
CA-2016-153549,1166.92
29-03-2016,1166.92
CA-2016-153612,17.12
22-12-2016,17.12
CA-2016-153626,5.16
09-07-2016,5.16
CA-2016-153717,255.58
25-12-2016,255.58
CA-2016-153738,37.68
20-09-2016,37.68
CA-2016-153752,173.94
06-12-2016,173.94
CA-2016-153794,265.86
11-09-2016,265.86
CA-2016-153878,330.15
25-04-2016,330.15
CA-2016-153906,85.9
16-03-2016,85.9
CA-2016-154144,55.48
20-12-2016,55.48
CA-2016-154200,51.98
18-06-2016,51.98
CA-2016-154284,1349.63
21-12-2016,1349.63
CA-2016-154291,457.04
25-07-2016,457.04
CA-2016-154326,974.9
15-02-2016,974.9
CA-2016-154340,56.3
29-11-2016,56.3
CA-2016-154620,348.928
12-12-2016,348.928
CA-2016-154746,860.07
14-11-2016,860.07
CA-2016-154795,22.288
20-12-2016,22.288
CA-2016-154823,637.27
21-08-2016,637.27
CA-2016-154886,119.9
08-11-2016,119.9
CA-2016-154900,25.87
25-02-2016,25.87
CA-2016-154921,186.69
23-05-2016,186.69
CA-2016-154956,1099.96
04-07-2016,1099.96
CA-2016-154970,61.584
05-01-2016,61.584
CA-2016-155040,79.9
10-11-2016,79.9
CA-2016-155054,106.08
13-06-2016,106.08
CA-2016-155068,78.456
23-10-2016,78.456
CA-2016-155124,16.776
15-03-2016,16.776
CA-2016-155145,7.92
27-12-2016,7.92
CA-2016-155306,2572.5
17-04-2016,2572.5
CA-2016-155334,226.13
30-07-2016,226.13
CA-2016-155453,4.608
09-08-2016,4.608
CA-2016-155586,54.17
12-12-2016,54.17
CA-2016-155600,1635.018
04-12-2016,1635.018
CA-2016-155635,48.81
09-05-2016,48.81
CA-2016-155761,206.328
11-12-2016,206.328
CA-2016-156013,85.848
20-09-2016,85.848
CA-2016-156104,999.98
06-12-2016,999.98
CA-2016-156118,15.696
08-12-2016,15.696
CA-2016-156146,174.304
26-10-2016,174.304
CA-2016-156153,7.56
31-05-2016,7.56
CA-2016-156328,177.48
30-11-2016,177.48
CA-2016-156335,183.4
25-09-2016,183.4
CA-2016-156377,18.416
31-12-2016,18.416
CA-2016-156440,44.46
05-12-2016,44.46
CA-2016-156482,1558.42
06-02-2016,1558.42
CA-2016-156510,63.14
25-09-2016,63.14
CA-2016-156524,19.65
20-11-2016,19.65
CA-2016-156566,572.8
01-10-2016,572.8
CA-2016-156608,3.592
24-10-2016,3.592
CA-2016-156734,670.001
18-06-2016,670.001
CA-2016-156755,465.18
12-01-2016,465.18
CA-2016-156853,184.66
03-12-2016,184.66
CA-2016-156923,35.88
16-02-2016,35.88
CA-2016-157028,8.28
28-11-2016,8.28
CA-2016-157035,34.02
09-12-2016,34.02
CA-2016-157084,1941.81
19-12-2016,1941.81
CA-2016-157133,151.96
28-11-2016,151.96
CA-2016-157287,456.193
22-12-2016,456.193
CA-2016-157322,1305.81
02-07-2016,1305.81
CA-2016-157343,52.248
07-06-2016,52.248
CA-2016-157434,7.968
29-04-2016,7.968
CA-2016-157770,808.666
13-12-2016,808.666
CA-2016-157805,555.96
31-08-2016,555.96
CA-2016-157812,162.072
22-03-2016,162.072
CA-2016-157959,136.92
03-02-2016,136.92
CA-2016-158148,36.27
20-12-2016,36.27
CA-2016-158323,17.088
30-11-2016,17.088
CA-2016-158351,319.984
20-06-2016,319.984
CA-2016-158421,3631.96
21-09-2016,3631.96
CA-2016-158456,65.856
24-12-2016,65.856
CA-2016-158491,1109.95
04-06-2016,1109.95
CA-2016-158554,11.352
09-11-2016,11.352
CA-2016-158659,714.3
10-11-2016,714.3
CA-2016-158701,143.52
05-01-2016,143.52
CA-2016-158792,22.2
26-12-2016,22.2
CA-2016-158918,17.12
20-12-2016,17.12
CA-2016-158939,599.99
26-11-2016,599.99
CA-2016-159380,38.52
12-05-2016,38.52
CA-2016-159590,5.76
18-07-2016,5.76
CA-2016-159779,68.62
25-09-2016,68.62
CA-2016-159786,209.67
12-10-2016,209.67
CA-2016-159863,134.376
04-09-2016,134.376
CA-2016-160059,6.24
27-11-2016,6.24
CA-2016-160171,1910.7
19-10-2016,1910.7
CA-2016-160213,19.44
08-03-2016,19.44
CA-2016-160227,2621.322
02-11-2016,2621.322
CA-2016-160472,1238.33
20-07-2016,1238.33
CA-2016-160696,7.24
06-09-2016,7.24
CA-2016-160787,2.946
25-09-2016,2.946
CA-2016-160794,27.216
06-08-2016,27.216
CA-2016-160864,13.848
03-05-2016,13.848
CA-2016-161214,77.55
05-10-2016,77.55
CA-2016-161242,11.76
01-06-2016,11.76
CA-2016-161263,239.204
16-04-2016,239.204
CA-2016-161445,140.736
07-09-2016,140.736
CA-2016-161452,892.224
05-04-2016,892.224
CA-2016-161627,170.352
06-07-2016,170.352
CA-2016-161711,130.4
28-11-2016,130.4
CA-2016-161718,794.574
04-12-2016,794.574
CA-2016-161767,479.988
20-11-2016,479.988
CA-2016-161795,3.008
21-12-2016,3.008
CA-2016-161830,50.912
24-09-2016,50.912
CA-2016-161998,277.632
01-05-2016,277.632
CA-2016-162047,1448.82
03-11-2016,1448.82
CA-2016-162166,68.28
08-09-2016,68.28
CA-2016-162369,323.1
15-08-2016,323.1
CA-2016-162376,77.06
22-11-2016,77.06
CA-2016-162537,104.51
28-10-2016,104.51
CA-2016-162544,4.98
16-12-2016,4.98
CA-2016-162607,14.592
12-05-2016,14.592
CA-2016-162621,89.86
05-09-2016,89.86
CA-2016-162761,50.462
09-10-2016,50.462
CA-2016-162782,2541.98
21-02-2016,2541.98
CA-2016-162887,715.2
07-11-2016,715.2
CA-2016-162950,498.492
28-06-2016,498.492
CA-2016-162964,304.224
12-11-2016,304.224
CA-2016-163055,646.63
09-08-2016,646.63
CA-2016-163090,40.92
17-11-2016,40.92
CA-2016-163104,11.96
19-03-2016,11.96
CA-2016-163181,671.002
07-11-2016,671.002
CA-2016-163237,520.03
07-08-2016,520.03
CA-2016-163440,15.984
22-03-2016,15.984
CA-2016-163587,688.46
14-03-2016,688.46
CA-2016-163734,228.92
19-06-2016,228.92
CA-2016-163762,29.79
27-11-2016,29.79
CA-2016-163895,3.304
07-08-2016,3.304
CA-2016-163923,151.96
30-05-2016,151.96
CA-2016-163965,377.902
20-11-2016,377.902
CA-2016-164007,145.504
08-06-2016,145.504
CA-2016-164084,654.772
07-09-2016,654.772
CA-2016-164336,73.776
05-07-2016,73.776
CA-2016-164427,239.7
31-07-2016,239.7
CA-2016-164441,70.212
08-11-2016,70.212
CA-2016-164497,45.28
28-11-2016,45.28
CA-2016-164539,523.25
16-11-2016,523.25
CA-2016-164567,225.576
15-06-2016,225.576
CA-2016-164623,24.56
20-10-2016,24.56
CA-2016-164777,2803.92
27-01-2016,2803.92
CA-2016-164833,16.64
04-06-2016,16.64
CA-2016-164882,2562.171
31-10-2016,2562.171
CA-2016-165050,801.988
07-12-2016,801.988
CA-2016-165057,189.99
11-09-2016,189.99
CA-2016-165085,384.86
27-12-2016,384.86
CA-2016-165162,1117.92
14-05-2016,1117.92
CA-2016-165414,47.976
21-12-2016,47.976
CA-2016-165554,10.86
18-05-2016,10.86
CA-2016-165624,1142.43
23-08-2016,1142.43
CA-2016-165799,117.882
29-06-2016,117.882
CA-2016-165813,29.304
20-03-2016,29.304
CA-2016-166135,139.424
01-10-2016,139.424
CA-2016-166219,1203.441
28-08-2016,1203.441
CA-2016-166338,14.832
06-12-2016,14.832
CA-2016-166464,492.584
12-09-2016,492.584
CA-2016-166492,48.5
07-04-2016,48.5
CA-2016-166583,971.88
26-06-2016,971.88
CA-2016-166604,17.94
15-05-2016,17.94
CA-2016-166800,31.08
19-11-2016,31.08
CA-2016-166947,1522.638
05-06-2016,1522.638
CA-2016-166975,692.472
26-11-2016,692.472
CA-2016-167010,1636.356
05-04-2016,1636.356
CA-2016-167255,175.29
27-09-2016,175.29
CA-2016-167269,6.208
16-06-2016,6.208
CA-2016-167374,56.808
26-03-2016,56.808
CA-2016-167479,19.44
14-03-2016,19.44
CA-2016-167696,31.12
16-09-2016,31.12
CA-2016-167745,52.98
18-09-2016,52.98
CA-2016-168004,392.94
04-10-2016,392.94
CA-2016-168186,14.94
10-09-2016,14.94
CA-2016-168207,738.899
02-11-2016,738.899
CA-2016-168277,12.39
29-05-2016,12.39
CA-2016-168459,58.05
22-11-2016,58.05
CA-2016-168480,220.31
21-09-2016,220.31
CA-2016-168529,145.9
08-10-2016,145.9
CA-2016-168564,158.672
08-08-2016,158.672
CA-2016-168634,7.78
06-12-2016,7.78
CA-2016-168746,769.332
27-01-2016,769.332
CA-2016-168760,61.44
22-09-2016,61.44
CA-2016-168767,12.832
10-04-2016,12.832
CA-2016-168809,31.782
25-08-2016,31.782
CA-2016-169201,86.82
28-09-2016,86.82
CA-2016-169278,26.976
21-05-2016,26.976
CA-2016-169299,7.152
24-08-2016,7.152
CA-2016-169397,627.924
24-12-2016,627.924
CA-2016-169537,7.5
03-09-2016,7.5
CA-2016-169572,46.62
06-09-2016,46.62
CA-2016-169656,422.856
13-08-2016,422.856
CA-2016-169677,9.82
13-01-2016,9.82
CA-2016-169733,9.952
22-10-2016,9.952
CA-2016-169740,29.99
20-02-2016,29.99
CA-2016-169796,2339.84
09-11-2016,2339.84
CA-2017-100041,328.54
20-11-2017,328.54
CA-2017-100083,24.784
24-11-2017,24.784
CA-2017-100153,63.88
13-12-2017,63.88
CA-2017-100202,302.376
31-12-2017,302.376
CA-2017-100244,475.694
20-09-2017,475.694
CA-2017-100300,4823.09
24-06-2017,4823.09
CA-2017-100307,19.44
15-12-2017,19.44
CA-2017-100468,43.46
24-11-2017,43.46
CA-2017-100510,641.98
12-05-2017,641.98
CA-2017-100671,111.672
01-11-2017,111.672
CA-2017-100790,718.95
26-06-2017,718.95
CA-2017-100944,868.14
24-09-2017,868.14
CA-2017-100965,215.65
07-07-2017,215.65
CA-2017-100993,918.966
05-02-2017,918.966
CA-2017-101161,279.67
13-10-2017,279.67
CA-2017-101168,21.12
25-12-2017,21.12
CA-2017-101189,93.02
04-02-2017,93.02
CA-2017-101329,35.01
22-04-2017,35.01
CA-2017-101336,279.81
13-11-2017,279.81
CA-2017-101343,77.88
17-07-2017,77.88
CA-2017-101378,29
14-07-2017,29
CA-2017-101385,16.56
25-09-2017,16.56
CA-2017-101448,56.82
27-02-2017,56.82
CA-2017-101469,7.7
02-07-2017,7.7
CA-2017-101525,140.52
01-05-2017,140.52
CA-2017-101546,1793.98
18-12-2017,1793.98
CA-2017-101623,36.48
28-02-2017,36.48
CA-2017-101630,34.38
19-02-2017,34.38
CA-2017-101651,83.72
24-12-2017,83.72
CA-2017-101672,1027.676
03-10-2017,1027.676
CA-2017-101693,117.958
25-06-2017,117.958
CA-2017-101742,10.528
23-09-2017,10.528
CA-2017-101791,1328.128
27-05-2017,1328.128
CA-2017-101938,34.58
07-01-2017,34.58
CA-2017-101966,419.944
14-07-2017,419.944
CA-2017-101980,448.792
19-08-2017,448.792
CA-2017-101987,440.91
24-06-2017,440.91
CA-2017-102092,1056.86
09-12-2017,1056.86
CA-2017-102127,198.67
26-06-2017,198.67
CA-2017-102134,16.74
14-03-2017,16.74
CA-2017-102162,1611.01
11-09-2017,1611.01
CA-2017-102456,170.88
27-02-2017,170.88
CA-2017-102498,73.2
24-07-2017,73.2
CA-2017-102561,313.84
18-07-2017,313.84
CA-2017-102596,17.184
27-12-2017,17.184
CA-2017-102792,9.84
13-12-2017,9.84
CA-2017-102813,569.902
02-07-2017,569.902
CA-2017-102932,53.37
19-09-2017,53.37
CA-2017-102981,754.212
06-09-2017,754.212
CA-2017-103037,15.712
25-07-2017,15.712
CA-2017-103107,274.856
04-07-2017,274.856
CA-2017-103128,14.112
11-11-2017,14.112
CA-2017-103163,9.514
07-06-2017,9.514
CA-2017-103359,25.584
22-12-2017,25.584
CA-2017-103464,595
18-11-2017,595
CA-2017-103709,310.86
08-09-2017,310.86
CA-2017-103730,487.5
12-06-2017,487.5
CA-2017-103891,95.76
12-07-2017,95.76
CA-2017-103919,38.08
03-10-2017,38.08
CA-2017-103947,61.704
01-04-2017,61.704
CA-2017-103982,4406.072
03-03-2017,4406.072
CA-2017-104150,248.82
03-08-2017,248.82
CA-2017-104157,2503.47
25-07-2017,2503.47
CA-2017-104276,447.783
27-11-2017,447.783
CA-2017-104311,36.648
02-05-2017,36.648
CA-2017-104633,198.84
12-06-2017,198.84
CA-2017-104689,23.04
01-12-2017,23.04
CA-2017-104969,129.976
08-04-2017,129.976
CA-2017-104983,123.92
03-07-2017,123.92
CA-2017-105018,7.16
28-11-2017,7.16
CA-2017-105081,2445.602
25-12-2017,2445.602
CA-2017-105207,1604.73
03-01-2017,1604.73
CA-2017-105256,1363.96
20-05-2017,1363.96
CA-2017-105263,38.34
06-08-2017,38.34
CA-2017-105277,15.528
04-12-2017,15.528
CA-2017-105284,4.416
24-11-2017,4.416
CA-2017-105291,3.62
30-10-2017,3.62
CA-2017-105354,115.84
02-12-2017,115.84
CA-2017-105459,1800.168
12-08-2017,1800.168
CA-2017-105473,28.8
16-04-2017,28.8
CA-2017-105494,225.828
10-11-2017,225.828
CA-2017-105585,165.13
26-08-2017,165.13
CA-2017-105662,270.728
05-05-2017,270.728
CA-2017-105732,2374.73
13-09-2017,2374.73
CA-2017-105746,170.786
30-12-2017,170.786
CA-2017-105753,61.1
20-10-2017,61.1
CA-2017-105760,17.12
19-06-2017,17.12
CA-2017-105781,416.616
16-02-2017,416.616
CA-2017-105816,1045.21
11-12-2017,1045.21
CA-2017-105900,33.4
17-09-2017,33.4
CA-2017-105963,99.39
15-11-2017,99.39
CA-2017-106075,4.616
18-09-2017,4.616
CA-2017-106243,523.92
30-09-2017,523.92
CA-2017-106278,281.916
02-09-2017,281.916
CA-2017-106306,9.702
08-03-2017,9.702
CA-2017-106341,7.152
20-10-2017,7.152
CA-2017-106383,72.294
19-03-2017,72.294
CA-2017-106397,58.94
07-07-2017,58.94
CA-2017-106460,70.88
19-02-2017,70.88
CA-2017-106530,1110.344
08-05-2017,1110.344
CA-2017-106558,316
17-01-2017,316
CA-2017-106621,10.496
29-09-2017,10.496
CA-2017-106656,22.98
23-09-2017,22.98
CA-2017-106894,107.83
07-02-2017,107.83
CA-2017-106915,17.856
26-11-2017,17.856
